sst,Latitude,Longitude,Date,Data_Type,Site,Reef_Site,mmm_climatology,mmm_climatology_as_at,hotspot,degree_heating_day_mmm_climatology,degree_heating_week_mmm_climatology,year,mmm_from_sst,mmm_from_sst_year_range,degree_heating_day_mmm_from_sst,degree_heating_week_mmm_from_sst,dhw_threshold,DHW_value,accum_DHW_12weeks
29.04,-12.095,96.8805,1985-04-07,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,1.3435257296466965,0,0,1990,27.696474270353303,1985_to_1990,1.3435257296466965,0.1919322470923852,1,1.1919322470923852,4.107645255337158
28.55,-12.095,96.8805,1985-04-08,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.853525729646698,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,4.107645255337158
28.43,-12.095,96.8805,1985-04-09,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.733525729646697,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,4.107645255337158
28.44,-12.095,96.8805,1985-04-10,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.7435257296466986,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,4.107645255337158
28.43,-12.095,96.8805,1985-04-11,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.733525729646697,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,4.107645255337158
28.44,-12.095,96.8805,1985-04-12,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.7435257296466986,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,3.9336957506504904
28.39,-12.095,96.8805,1985-04-13,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.6935257296466979,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,3.7505625724944354
28.34,-12.095,96.8805,1985-04-14,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.6435257296466972,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,3.5723273535220534
29.06,-12.095,96.8805,1985-04-15,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,1.363525729646696,0,0,1990,27.696474270353303,1985_to_1990,1.363525729646696,0.19478938994952802,1,1.194789389949528,3.569062047399605
29.3,-12.095,96.8805,1985-04-16,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,1.603525729646698,0,0,1990,27.696474270353303,1985_to_1990,1.603525729646698,0.22907510423524258,1,1.2290751042352426,3.579674292297564
