sst_monthly,Latitude,Longitude,monthly_date,Reef_Site,Data_Type,mmm_from_sst,date,anomaly,DARL_DHM
NA,NA,NA,1996-11-01,DARL,Coral Core (CCI),NA,1996 Nov,0,0
27.70580618736284,-12.0875,96.875,1996-12-01,DAR Long,Coral Core (CCI),27.641036557474692,1996 Dec,0.06476962988814705,0.06476962988814705
27.948692299443408,-12.0875,96.875,1997-01-01,DAR Long,Coral Core (CCI),27.641036557474692,1997 Jan,0.30765574196871626,0.3724253718568633
28.11061637416377,-12.0875,96.875,1997-02-01,DAR Long,Coral Core (CCI),27.641036557474692,1997 Feb,0.4695798166890768,0.8420051885459401
28.02965433680359,-12.0875,96.875,1997-03-01,DAR Long,Coral Core (CCI),27.641036557474692,1997 Mar,0.3886177793288965,1.2306229678748366
28.02965433680359,-12.0875,96.875,1997-04-01,DAR Long,Coral Core (CCI),27.641036557474692,1997 Apr,0.3886177793288965,1.6192407472037331
27.948692299443408,-12.0875,96.875,1997-05-01,DAR Long,Coral Core (CCI),27.641036557474692,1997 May,0.30765574196871626,1.9268964891724494
27.70580618736284,-12.0875,96.875,1997-06-01,DAR Long,Coral Core (CCI),27.641036557474692,1997 Jun,0.06476962988814705,1.9916661190605964
27.543882112642464,-12.0875,96.875,1997-07-01,DAR Long,Coral Core (CCI),27.641036557474692,1997 Jul,-0.09715444483222768,0
27.381958037922104,-12.0875,96.875,1997-08-01,DAR Long,Coral Core (CCI),27.641036557474692,1997 Aug,-0.2590785195525882,0
27.30099600056191,-12.0875,96.875,1997-09-01,DAR Long,Coral Core (CCI),27.641036557474692,1997 Sep,-0.3400405569127827,0
NA,NA,NA,1997-10-01,DARL,Coral Core (CCI),NA,1997 Oct,0,0
27.462920075282284,-12.0875,96.875,1997-11-01,DAR Long,Coral Core (CCI),27.641036557474692,1997 Nov,-0.17811648219240794,0
27.624844150002644,-12.0875,96.875,1997-12-01,DAR Long,Coral Core (CCI),27.641036557474692,1997 Dec,-0.01619240747204742,0
27.948692299443408,-12.0875,96.875,1998-01-01,DAR Long,Coral Core (CCI),27.641036557474692,1998 Jan,0.30765574196871626,0.30765574196871626
NA,NA,NA,1998-02-01,DARL,Coral Core (CCI),NA,1998 Feb,0,0
28.434464523604504,-12.0875,96.875,1998-03-01,DAR Long,Coral Core (CCI),27.641036557474692,1998 Mar,0.793427966129812,0.793427966129812
NA,NA,NA,1998-04-01,DARL,Coral Core (CCI),NA,1998 Apr,0,0
28.19157841152395,-12.0875,96.875,1998-05-01,DAR Long,Coral Core (CCI),27.641036557474692,1998 May,0.550541854049257,0.550541854049257
27.70580618736284,-12.0875,96.875,1998-06-01,DAR Long,Coral Core (CCI),27.641036557474692,1998 Jun,0.06476962988814705,0.6153114839374041
27.462920075282284,-12.0875,96.875,1998-07-01,DAR Long,Coral Core (CCI),27.641036557474692,1998 Jul,-0.17811648219240794,0
27.381958037922104,-12.0875,96.875,1998-08-01,DAR Long,Coral Core (CCI),27.641036557474692,1998 Aug,-0.2590785195525882,0
27.624844150002644,-12.0875,96.875,1998-09-01,DAR Long,Coral Core (CCI),27.641036557474692,1998 Sep,-0.01619240747204742,0
NA,NA,NA,1998-10-01,DARL,Coral Core (CCI),NA,1998 Oct,0,0
27.786768224723033,-12.0875,96.875,1998-11-01,DAR Long,Coral Core (CCI),27.641036557474692,1998 Nov,0.14573166724834152,0.14573166724834152
27.867730262083217,-12.0875,96.875,1998-12-01,DAR Long,Coral Core (CCI),27.641036557474692,1998 Dec,0.22669370460852534,0.37242537185686686
27.867730262083217,-12.0875,96.875,1999-01-01,DAR Long,Coral Core (CCI),27.641036557474692,1999 Jan,0.22669370460852534,0.5991190764653922
27.867730262083217,-12.0875,96.875,1999-02-01,DAR Long,Coral Core (CCI),27.641036557474692,1999 Feb,0.22669370460852534,0.8258127810739175
27.867730262083217,-12.0875,96.875,1999-03-01,DAR Long,Coral Core (CCI),27.641036557474692,1999 Mar,0.22669370460852534,1.0525064856824429
27.867730262083217,-12.0875,96.875,1999-04-01,DAR Long,Coral Core (CCI),27.641036557474692,1999 Apr,0.22669370460852534,1.2792001902909682
NA,NA,NA,1999-05-01,DARL,Coral Core (CCI),NA,1999 May,0,0
27.786768224723033,-12.0875,96.875,1999-06-01,DAR Long,Coral Core (CCI),27.641036557474692,1999 Jun,0.14573166724834152,0.14573166724834152
27.786768224723033,-12.0875,96.875,1999-07-01,DAR Long,Coral Core (CCI),27.641036557474692,1999 Jul,0.14573166724834152,0.29146333449668305
27.381958037922104,-12.0875,96.875,1999-08-01,DAR Long,Coral Core (CCI),27.641036557474692,1999 Aug,-0.2590785195525882,0
