Year,core_id,reef,country,lat,long,Sr/Ca,d18O,Sr/CaA,d18OA,Sr/Ca SST_A,d18O SST_A,Isotope,value,AVHRR_A,HadSST1_A,ERSST_A,AVHRR SST,HadSST1,ERSST,year,month
1911.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.19,0.0303,0.379334,-0.505558333,-1.89667,Sr/Ca,-999,-999,-0.234255,-0.196127,-999,26.43,26.61,1911,November
1911.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.95,-4.2,0.0493,0.407666,-0.82221,-2.03833,Sr/Ca,-999,-999,-0.215517,-0.598837,-999,27,26.59,1911,December
1912,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.32,0.045,0.353667,-0.750016667,-1.768335,Sr/Ca,-999,-999,-0.0412,-0.61042,-999,27.52,27.1,1912,January
1912.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.46,0.021,0.276667,-0.349998333,-1.383335,Sr/Ca,-999,-999,0.0653,-0.55228,-999,28.14,27.58,1912,February
1912.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.57,0.00267,0.197999,-0.044457167,-0.989995,Sr/Ca,-999,-999,0.122585,-0.435442,-999,28.33,27.92,1912,March
1912.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.43,0.02,0.315001,-0.333341667,-1.575005,Sr/Ca,-999,-999,0.248772,-0.156206,-999,28.31,28.08,1912,April
1912.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.26,0.037,0.431333,-0.616678333,-2.156665,Sr/Ca,-999,-999,0.29435,-0.163683,-999,28,27.7,1912,May
1912.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.95,-4.13,0.0387,0.480666,-0.644461667,-2.40333,Sr/Ca,-999,-999,-0.0902,-0.024,-999,26.95,27.37,1912,June
1912.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.97,-4.13,0.0353,0.423334,-0.588893333,-2.11667,Sr/Ca,-999,-999,0.275764,-0.00756,-999,27.17,26.97,1912,July
1912.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.99,-4.13,0.0423,0.405333,-0.705543333,-2.026665,Sr/Ca,-999,-999,0.381855,0.0989,-999,26.71,26.78,1912,August
1912.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.99,-4.15,0.04,0.4,-0.666666667,-2,Sr/Ca,-999,-999,-0.0769,-0.0118,-999,26.12,26.52,1912,September
1912.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.98,-4.21,0.0353,0.347,-0.588878333,-1.735,Sr/Ca,-999,-999,-0.264656,-0.49061,-999,26.03,26.11,1912,October
1912.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.97,-4.26,0.0403,0.309334,-0.672228333,-1.54667,Sr/Ca,-999,-999,-0.316776,-0.370256,-999,26.35,26.43,1912,November
1912.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.3,0.0593,0.307666,-0.98888,-1.53833,Sr/Ca,-999,-999,-0.114817,-0.442726,-999,27.1,26.75,1912,December
1913,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.33,0.065,0.343667,-1.083341667,-1.718335,Sr/Ca,-999,-999,-0.560204,-0.474819,-999,27,27.24,1913,January
1913.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.36,0.071,0.376667,-1.183335,-1.883335,Sr/Ca,-999,-999,-0.0522,-0.605,-999,28.02,27.52,1913,February
1913.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.34,0.0927,0.427999,-1.544443333,-2.139995,Sr/Ca,-999,-999,-0.411375,-0.89253,-999,27.8,27.46,1913,March
1913.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.95,-4.32,0.09,0.425,-1.500003333,-2.125,Sr/Ca,-999,-999,-0.455507,-0.923887,-999,27.61,27.31,1913,April
1913.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.3,0.077,0.391333,-1.283343333,-1.956665,Sr/Ca,-999,-999,-0.315681,-0.592142,-999,27.39,27.27,1913,May
1913.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.33,0.0487,0.280666,-0.811131667,-1.40333,Sr/Ca,-999,-999,-0.261683,-0.589012,-999,26.78,26.81,1913,June
1913.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.4,0.00533,0.153334,-0.0888825,-0.76667,Sr/Ca,-999,-999,-0.507196,-0.664539,-999,26.38,26.31,1913,July
1913.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.46,-0.0177,0.0753,0.294446667,-0.3766655,Sr/Ca,-999,-999,-0.841475,-0.813171,-999,25.49,25.87,1913,August
1913.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.52,-0.04,0.03,0.666666667,-0.1499985,Sr/Ca,-999,-999,-0.291998,-0.482176,-999,25.9,26.05,1913,September
1913.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.58,-0.0547,-0.023,0.911108333,0.115001,Sr/Ca,-999,-999,-0.476486,-0.60894,-999,25.82,25.99,1913,October
1913.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.64,-0.0697,-0.0707,1.161115,0.353329,Sr/Ca,-999,-999,-0.185465,-0.411467,-999,26.48,26.39,1913,November
1913.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.68,-0.0607,-0.0723,1.011116667,0.361669,Sr/Ca,-999,-999,-0.0937,-0.494757,-999,27.12,26.7,1913,December
1914,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.69,-0.035,-0.0163,0.583315,0.0816655,Sr/Ca,-999,-999,-0.147083,-0.401409,-999,27.41,27.31,1914,January
1914.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.69,-0.019,0.0467,0.316668333,-0.233333,Sr/Ca,-999,-999,-0.0995,-0.41338,-999,27.98,27.72,1914,February
1914.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.69,0.00267,0.078,-0.044457167,-0.389998,Sr/Ca,-999,-999,-0.208275,-0.54965,-999,28,27.81,1914,March
1914.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.63,0.01,0.115,-0.16667,-0.575,Sr/Ca,-999,-999,-0.313728,-0.265657,-999,27.75,27.97,1914,April
1914.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.54,-0.003,0.151333,0.0499885,-0.756665,Sr/Ca,-999,-999,-0.307402,-0.314053,-999,27.4,27.55,1914,May
1914.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.44,-0.0213,0.170666,0.35553,-0.85333,Sr/Ca,-999,-999,-0.405632,-0.130281,-999,26.63,27.27,1914,June
1914.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.4,-0.0547,0.153334,0.911108333,-0.76667,Sr/Ca,-999,-999,-0.605146,0.0649,-999,26.29,27.04,1914,July
1914.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.44,-0.0777,0.0953,1.294453333,-0.4766655,Sr/Ca,-999,-999,-0.243706,0.168089,-999,26.09,26.85,1914,August
1914.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.53,-0.1,0.02,1.666656667,-0.0999975,Sr/Ca,-999,-999,-0.0537,0.0928,-999,26.14,26.62,1914,September
1914.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.64,-0.114667,-0.083,1.911116667,0.415001,Sr/Ca,-999,-999,0.139034,0.287729,-999,26.43,26.88,1914,October
1914.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.82,-4.81,-0.109667,-0.240666,1.827783333,1.20333,Sr/Ca,-999,-999,0.241364,0.372942,-999,26.91,27.18,1914,November
1914.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.8,-4.88,-0.100667,-0.272334,1.677783333,1.36167,Sr/Ca,-999,-999,0.270994,0.418863,-999,27.49,27.61,1914,December
1915,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.79,-4.85,-0.085,-0.176333,1.416651667,0.881665,Sr/Ca,-999,-999,0.215147,0.0766,-999,27.78,27.79,1915,January
1915.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.77,-4.89,-0.089,-0.153333,1.483328333,0.766665,Sr/Ca,-999,-999,0.200518,-0.26568,-999,28.28,27.86,1915,February
1915.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.76,-4.95,-0.0873,-0.182,1.455545,0.91,Sr/Ca,-999,-999,0.255396,-0.225121,-999,28.47,28.13,1915,March
1915.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.77,-4.96,-0.09,-0.215,1.499986667,1.075,Sr/Ca,-999,-999,0.159273,-0.0165,-999,28.22,28.22,1915,April
1915.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.79,-4.96,-0.093,-0.268667,1.549991667,1.343335,Sr/Ca,-999,-999,0.338089,0.200638,-999,28.05,28.06,1915,May
1915.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.87,-0.0813,-0.259334,1.355536667,1.29667,Sr/Ca,-999,-999,0.471798,0.325718,-999,27.51,27.72,1915,June
1915.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.76,-0.0747,-0.206666,1.24445,1.03333,Sr/Ca,-999,-999,0.222994,0.43194,-999,27.11,27.41,1915,July
1915.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.67,-0.0777,-0.134667,1.294453333,0.673335,Sr/Ca,-999,-999,0.0292,0.392168,-999,26.36,27.07,1915,August
1915.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.58,-0.08,-0.03,1.333331667,0.150001,Sr/Ca,-999,-999,0.102081,0.705494,-999,26.3,27.24,1915,September
1915.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.53,-0.0647,0.027,1.077778333,-0.1349975,Sr/Ca,-999,-999,-0.268667,0.297249,-999,26.03,26.89,1915,October
1915.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.5,-0.0397,0.0693,0.661103333,-0.34667,Sr/Ca,-999,-999,-0.157545,-0.156286,-999,26.51,26.65,1915,November
1915.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.52,-6.68e-4,0.0877,0.0111262,-0.43833,Sr/Ca,-999,-999,-0.346256,-0.488466,-999,26.87,26.7,1915,December
1916,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.55,0.035,0.123667,-0.583346667,-0.618335,Sr/Ca,-999,-999,-0.329653,-0.550831,-999,27.23,27.16,1916,January
1916.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.63,0.041,0.106667,-0.683323333,-0.533335,Sr/Ca,-999,-999,-0.197483,-0.60445,-999,27.88,27.52,1916,February
1916.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.69,0.0527,0.078,-0.877778333,-0.389998,Sr/Ca,-999,-999,-0.335354,-0.115452,-999,27.87,28.24,1916,March
1916.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.55,0.05,0.195,-0.833336667,-0.975,Sr/Ca,-999,-999,-0.282478,-0.199066,-999,27.78,28.04,1916,April
1916.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.42,0.037,0.271333,-0.616678333,-1.356665,Sr/Ca,-999,-999,-0.221401,-0.296032,-999,27.49,27.57,1916,May
1916.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.95,-4.44,0.0387,0.170666,-0.644461667,-0.85333,Sr/Ca,-999,-999,-0.00845,-0.118132,-999,27.03,27.28,1916,June
1916.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.45,0.0253,0.103334,-0.422223333,-0.51667,Sr/Ca,-999,-999,0.125645,0.163839,-999,27.02,27.14,1916,July
1916.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.43,-0.00767,0.105333,0.127792333,-0.526665,Sr/Ca,-999,-999,0.223955,0.484159,-999,26.55,27.16,1916,August
1916.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.45,-0.03,0.1,0.499995,-0.4999995,Sr/Ca,-999,-999,0.0743,0.596024,-999,26.27,27.13,1916,September
1916.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.54,-0.0247,0.017,0.411113333,-0.0849985,Sr/Ca,-999,-999,-0.00497,0.63555,-999,26.29,27.23,1916,October
1916.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.6,-0.0497,-0.0307,0.827773333,0.1533295,Sr/Ca,-999,-999,-0.336296,0.110672,-999,26.33,26.92,1916,November
1916.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.65,-0.0607,-0.0423,1.011116667,0.2116705,Sr/Ca,-999,-999,-0.258747,0.158484,-999,26.96,27.35,1916,December
1917,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.71,-0.045,-0.0363,0.749985,0.1816655,Sr/Ca,-999,-999,-0.440353,0.0916,-999,27.12,27.8,1917,January
1917.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.75,-0.029,-0.0133,0.483338333,0.0666665,Sr/Ca,-999,-999,-0.665733,-0.165939,-999,27.41,27.96,1917,February
1917.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.69,0.00267,0.078,-0.044457167,-0.389998,Sr/Ca,-999,-999,-0.615105,-0.308762,-999,27.6,28.05,1917,March
1917.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.64,-0.01,0.105,0.166654667,-0.525,Sr/Ca,-999,-999,-0.468727,0.127354,-999,27.59,28.36,1917,April
1917.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.62,-0.033,0.0713,0.549983333,-0.356667,Sr/Ca,-999,-999,-0.30916,-0.743532,-999,27.4,27.12,1917,May
1917.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.61,-0.0313,6.66e-4,0.5222,-0.00333071,Sr/Ca,-999,-999,-0.0222,0.238449,-999,27.01,27.64,1917,June
1917.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.54,-0.0247,0.0133,0.411113333,-0.0666715,Sr/Ca,-999,-999,0.178995,0.19364,-999,27.07,27.17,1917,July
1917.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.51,-0.0177,0.0253,0.294446667,-0.1266645,Sr/Ca,-999,-999,0.173204,-0.302372,-999,26.5,26.38,1917,August
1917.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.57,-0.02,-0.02,0.333325,0.1000025,Sr/Ca,-999,-999,0.140591,-0.0501,-999,26.34,26.48,1917,September
1917.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.6,-0.0247,-0.043,0.411113333,0.215001,Sr/Ca,-999,-999,-0.0572,0.35652,-999,26.24,26.95,1917,October
1917.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.66,-0.0197,-0.0907,0.327778333,0.453329,Sr/Ca,-999,-999,-0.135546,0.304182,-999,26.53,27.11,1917,November
1917.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.71,-0.0107,-0.102334,0.17778,0.51167,Sr/Ca,-999,-999,-0.129995,1.30862,-999,27.08,28.5,1917,December
1918,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.7,0.015,-0.0263,-0.250021667,0.1316645,Sr/Ca,-999,-999,-0.175354,0.247129,-999,27.38,27.96,1918,January
1918.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.7,0.031,0.0367,-0.516668333,-0.1833345,Sr/Ca,-999,-999,-0.446482,-0.511971,-999,27.63,27.62,1918,February
1918.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.71,0.0227,0.058,-0.377781667,-0.289998,Sr/Ca,-999,-999,-0.554855,-0.880682,-999,27.66,27.47,1918,March
1918.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.73,-0.02,0.015,0.333325,-0.0750015,Sr/Ca,-999,-999,-0.377478,-0.853857,-999,27.68,27.38,1918,April
1918.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.76,-0.033,-0.0687,0.549983333,0.3433345,Sr/Ca,-999,-999,-0.29241,-0.235743,-999,27.42,27.63,1918,May
1918.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.71,-0.0413,-0.0993,0.68887,0.496669,Sr/Ca,-999,-999,-0.134953,-0.300282,-999,26.9,27.1,1918,June
1918.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.62,-0.0347,-0.0667,0.577783333,0.333328,Sr/Ca,-999,-999,-0.408495,0.295519,-999,26.48,27.27,1918,July
1918.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.61,-0.0277,-0.0747,0.461116667,0.373335,Sr/Ca,-999,-999,-0.513796,-0.703131,-999,25.81,25.98,1918,August
1918.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.56,-0.03,-0.01,0.499995,0.050001,Sr/Ca,-999,-999,-0.636509,-0.248587,-999,25.56,26.28,1918,September
1918.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.5,-0.0247,0.057,0.411113333,-0.2849985,Sr/Ca,-999,-999,-0.303976,-0.29096,-999,25.99,26.31,1918,October
1918.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.49,-0.0197,0.0793,0.327778333,-0.3966715,Sr/Ca,-999,-999,-0.067,-0.273006,-999,26.6,26.53,1918,November
1918.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.48,-6.68e-4,0.127666,0.0111262,-0.63833,Sr/Ca,-999,-999,-0.223007,-0.119186,-999,26.99,27.07,1918,December
1919,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.56,0.015,0.113667,-0.250021667,-0.568335,Sr/Ca,-999,-999,-0.290054,-0.153231,-999,27.27,27.56,1919,January
1919.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.73,0.021,0.00667,-0.349998333,-0.0333333,Sr/Ca,-999,-999,-0.279482,-0.33498,-999,27.8,27.79,1919,February
1919.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.71,0.0327,0.058,-0.544453333,-0.289998,Sr/Ca,-999,-999,-0.112104,-0.822771,-999,28.1,27.53,1919,March
1919.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.67,0.03,0.075,-0.500011667,-0.3750015,Sr/Ca,-999,-999,-0.0652,-0.402197,-999,28,27.83,1919,April
1919.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.6,0.017,0.0913,-0.283336667,-0.456667,Sr/Ca,-999,-999,0.10709,-0.394403,-999,27.82,27.47,1919,May
1919.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.53,0.00867,0.0807,-0.144465833,-0.4033305,Sr/Ca,-999,-999,0.165798,-0.230202,-999,27.2,27.17,1919,June
1919.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.46,0.00533,0.0933,-0.0888825,-0.466671,Sr/Ca,-999,-999,-0.105906,-0.297081,-999,26.78,26.68,1919,July
1919.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.39,0.0123,0.145333,-0.205548333,-0.726665,Sr/Ca,-999,-999,-0.0475,-0.350281,-999,26.28,26.33,1919,August
1919.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.98,-4.37,0.03,0.18,-0.499995,-0.9,Sr/Ca,-999,-999,-0.111858,-0.178616,-999,26.09,26.35,1919,September
1919.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,9,-4.39,0.0553,0.167,-0.922218333,-0.835,Sr/Ca,-999,-999,0.0769,-0.210951,-999,26.37,26.39,1919,October
1919.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,9,-4.43,0.0703,0.139334,-1.172225,-0.69667,Sr/Ca,-999,-999,-0.486225,-0.347507,-999,26.18,26.46,1919,November
1919.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.51,0.0593,0.0977,-0.98888,-0.488329,Sr/Ca,-999,-999,-0.333626,-0.559196,-999,26.88,26.63,1919,December
1920,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.58,0.055,0.0937,-0.916688333,-0.468335,Sr/Ca,-999,-999,0.340076,-0.174749,-999,27.9,27.54,1920,January
1920.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.61,0.041,0.126667,-0.683323333,-0.633335,Sr/Ca,-999,-999,-0.119352,-0.241779,-999,27.96,27.89,1920,February
1920.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.63,0.0327,0.138,-0.544453333,-0.69,Sr/Ca,-999,-999,-0.193855,-0.727562,-999,28.02,27.63,1920,March
1920.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.66,0.03,0.085,-0.500011667,-0.4250025,Sr/Ca,-999,-999,-0.0952,-1.30436,-999,27.97,26.93,1920,April
1920.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.7,0.007,-0.00867,-0.116682,0.0433326,Sr/Ca,-999,-999,-0.151411,-0.684692,-999,27.56,27.18,1920,May
1920.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.65,-0.00133,-0.0393,0.022204667,0.196669,Sr/Ca,-999,-999,-0.266703,0.0479,-999,26.77,27.45,1920,June
1920.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.46,-0.00467,0.0933,0.077772167,-0.466671,Sr/Ca,-999,-999,-0.360497,-0.343269,-999,26.53,26.64,1920,July
1920.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.28,0.0123,0.255333,-0.205548333,-1.276665,Sr/Ca,-999,-999,-0.508295,-0.208752,-999,25.82,26.47,1920,August
1920.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.98,-4.25,0.03,0.3,-0.499995,-1.5,Sr/Ca,-999,-999,-0.477659,-0.433567,-999,25.72,26.1,1920,September
1920.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.99,-4.27,0.0453,0.287,-0.755548333,-1.435,Sr/Ca,-999,-999,-0.390726,-1.19972,-999,25.91,25.4,1920,October
1920.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.99,-4.29,0.0603,0.279334,-1.005555,-1.39667,Sr/Ca,-999,-999,-0.0935,-1.32452,-999,26.57,25.48,1920,November
1920.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.97,-4.31,0.0693,0.297666,-1.155551667,-1.48833,Sr/Ca,-999,-999,-0.124496,-0.544537,-999,27.09,26.65,1920,December
1921,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.95,-4.33,0.075,0.343667,-1.250013333,-1.718335,Sr/Ca,-999,-999,-0.276354,-0.106131,-999,27.28,27.6,1921,January
1921.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.39,0.071,0.346667,-1.183335,-1.733335,Sr/Ca,-999,-999,0.0468,-0.70442,-999,28.12,27.42,1921,February
1921.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.46,0.0627,0.308,-1.044448333,-1.54,Sr/Ca,-999,-999,-0.336424,-0.877001,-999,27.87,27.48,1921,March
1921.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.52,0.04,0.225,-0.666666667,-1.125,Sr/Ca,-999,-999,-0.026,-0.634676,-999,28.04,27.6,1921,April
1921.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.5,0.017,0.191333,-0.283336667,-0.956665,Sr/Ca,-999,-999,-0.214312,-0.323662,-999,27.5,27.54,1921,May
1921.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.41,-0.00133,0.200666,0.022204667,-1.00333,Sr/Ca,-999,-999,-0.00363,-0.167961,-999,27.03,27.23,1921,June
1921.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.34,0.00533,0.213334,-0.0888825,-1.06667,Sr/Ca,-999,-999,-0.0238,-0.0439,-999,26.87,26.93,1921,July
1921.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.95,-4.47,0.00233,0.0653,-0.038878167,-0.326667,Sr/Ca,-999,-999,-0.120255,-0.184042,-999,26.21,26.49,1921,August
1921.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.95,-4.46,0,0.09,0,-0.4499985,Sr/Ca,-999,-999,-0.228659,-0.0435,-999,25.97,26.49,1921,September
1921.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.33,-0.00467,0.227,0.077788,-1.135,Sr/Ca,-999,-999,0.213564,-0.0202,-999,26.51,26.58,1921,October
1921.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.17,-0.0297,0.399334,0.494448333,-1.99667,Sr/Ca,-999,-999,0.247515,0.0719,-999,26.92,26.88,1921,November
1921.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.32,-6.68e-4,0.287666,0.0111262,-1.43833,Sr/Ca,-999,-999,0.147314,-0.0798,-999,27.36,27.11,1921,December
1922,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.49,0.025,0.183667,-0.416676667,-0.918335,Sr/Ca,-999,-999,0.0963,0.0071,-999,27.66,27.72,1922,January
1922.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.56,0.031,0.176667,-0.516668333,-0.883335,Sr/Ca,-999,-999,0.217098,0.0409,-999,28.29,28.17,1922,February
1922.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.48,0.0527,0.288,-0.877778333,-1.44,Sr/Ca,-999,-999,-0.0219,-0.396971,-999,28.19,27.96,1922,March
1922.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.38,0.06,0.365,-1.000006667,-1.825,Sr/Ca,-999,-999,-0.180038,-0.551937,-999,27.88,27.68,1922,April
1922.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.95,-4.41,0.067,0.281333,-1.116673333,-1.406665,Sr/Ca,-999,-999,-0.436861,-0.639812,-999,27.27,27.22,1922,May
1922.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.99,-4.47,0.0787,0.140666,-1.311126667,-0.70333,Sr/Ca,-999,-999,-0.272312,-0.238062,-999,26.76,27.16,1922,June
1922.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,9.01,-4.42,0.0753,0.133334,-1.25556,-0.66667,Sr/Ca,-999,-999,-0.283216,-0.350611,-999,26.61,26.63,1922,July
1922.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,9.02,-4.31,0.0723,0.225333,-1.205555,-1.126665,Sr/Ca,-999,-999,-0.477276,-0.0187,-999,25.85,26.66,1922,August
